customer_id,lifecycle_stage,segment,nps_score,preferred_channel,consent_marketing,last_order_date,total_orders,total_spent,clv_estimate
785,Customer,Loyal,1,phone,1,2023-02-22 22:00:00,3,1135.25,2677.26
787,Lead,At Risk,5,sms,1,2023-02-21 10:00:00,3,2082.5699999999997,3903.48
789,Churned,Churned,4,sms,1,2023-02-13 20:00:00,1,861.01,1926.22
790,Lead,At Risk,1,sms,1,2023-01-22 15:00:00,1,86.26,141.26
791,MQL,Churned,10,phone,0,2023-01-21 14:00:00,1,403.09,819.39
792,Lead,Loyal,9,sms,1,2023-01-24 17:00:00,3,1518.8000000000002,3773.26
793,Customer,New,0,whatsapp,1,2023-01-16 20:00:00,1,418.77,592.99
794,Lead,Loyal,7,email,1,2023-03-19 17:00:00,4,2304.26,3792.49
795,Churned,Loyal,1,whatsapp,1,2023-02-07 13:00:00,3,1017.84,1803.68
796,Active,Active,6,whatsapp,1,2023-01-29 06:00:00,3,489.49,633.02
797,Lead,Active,8,email,1,2023-02-11 20:00:00,1,965.19,1171.21
798,Churned,Active,8,whatsapp,1,2023-02-24 11:00:00,6,3089.42,6987.07
799,Churned,Active,7,phone,0,2023-03-02 08:00:00,1,837.46,2066.44
800,Customer,Churned,10,email,0,2023-03-08 07:00:00,5,2778.31,4630.37
801,Churned,At Risk,9,whatsapp,0,2023-02-06 23:00:00,2,1283.17,1568.94
802,Churned,New,8,in_app,1,2023-01-24 05:00:00,2,805.9300000000001,960.78
803,Churned,Loyal,1,whatsapp,1,2023-03-17 10:00:00,3,681.37,1599.75
804,Churned,Churned,5,phone,1,2023-02-15 08:00:00,2,1080.42,1890.02
805,MQL,New,3,sms,1,2023-03-24 17:00:00,7,4513.86,6987.63
806,MQL,Churned,3,whatsapp,1,2023-03-04 05:00:00,4,2207.7,3901.11
807,Customer,Churned,4,sms,1,2023-03-24 23:00:00,3,1321.27,2042.19
811,Lead,Loyal,2,in_app,1,2023-02-28 18:00:00,2,1121.06,2000.7
812,Churned,At Risk,0,whatsapp,0,2023-02-17 12:00:00,1,606.39,1396.75
813,Lead,Active,7,email,1,2023-03-21 03:00:00,3,1418.09,2735.81
814,Lead,At Risk,4,sms,1,2023-03-22 21:00:00,3,1134.6399999999999,2351.56
815,Customer,Loyal,2,in_app,1,2023-03-18 08:00:00,6,3696.54,5953.42
816,Churned,Loyal,9,email,1,2023-01-15 05:00:00,3,1608.06,3431.45
817,Churned,Loyal,6,email,1,2023-03-24 11:00:00,3,910.1099999999999,1850.49
818,Active,New,6,email,1,2023-01-18 04:00:00,1,866.07,1097.65
819,Lead,At Risk,0,email,0,2023-03-15 02:00:00,2,1168.82,2222.74
820,Lead,At Risk,8,whatsapp,1,2023-01-20 18:00:00,2,808.77,1180.35
821,MQL,Churned,1,whatsapp,1,2023-03-14 10:00:00,2,1461.96,3253.93
822,Active,Churned,4,whatsapp,1,2023-03-14 23:00:00,2,946.04,1604.78
823,MQL,Churned,4,in_app,1,2023-03-18 06:00:00,5,3054.13,7612.6
824,MQL,Loyal,7,in_app,1,2023-02-06 16:00:00,2,686.59,844.16
825,MQL,At Risk,7,in_app,1,2023-03-14 02:00:00,4,2071.44,4541.61
826,Customer,Loyal,6,phone,1,2023-01-26 21:00:00,1,627.2,1281.48
827,Customer,New,6,in_app,1,2023-03-20 07:00:00,3,1484.4099999999999,3227.85
828,MQL,Churned,10,whatsapp,1,2023-03-01 20:00:00,3,885.7,1355.6
829,Active,Loyal,5,whatsapp,1,2023-02-14 01:00:00,4,3151.43,5637.52
830,Lead,Loyal,5,phone,1,2023-02-19 14:00:00,3,965.27,2138.18
831,Active,New,10,phone,1,2023-03-07 12:00:00,4,1855.03,2644.45
832,Churned,Active,8,in_app,0,2023-02-24 03:00:00,1,383.75,543.56
833,Customer,At Risk,5,sms,1,2023-03-08 12:00:00,2,1371.88,2567.43
834,Lead,Active,1,phone,1,2023-02-27 09:00:00,2,1564.0,2866.79
835,Lead,Churned,1,email,1,2023-03-08 15:00:00,2,331.93,496.29
836,Churned,Loyal,4,whatsapp,1,2023-02-21 09:00:00,2,1400.3600000000001,2124.77
837,Churned,New,3,email,1,2023-01-24 03:00:00,2,560.12,834.01
838,MQL,New,10,whatsapp,1,2023-03-13 05:00:00,3,996.92,2173.4
839,Customer,At Risk,1,whatsapp,1,2023-01-05 00:00:00,2,1123.81,2261.85
840,Customer,Active,2,phone,0,2023-03-20 05:00:00,5,2980.8,6752.66
842,Active,At Risk,6,phone,1,2023-03-01 00:00:00,3,2091.12,5156.0
843,MQL,Loyal,7,email,1,2023-02-19 12:00:00,2,1351.4,2383.64
844,MQL,At Risk,5,whatsapp,1,2023-02-28 08:00:00,1,866.28,1033.79
845,MQL,New,10,email,1,2023-03-25 06:00:00,2,825.11,963.18
847,MQL,New,4,sms,1,2023-02-20 22:00:00,2,484.19,733.03
848,Customer,Churned,0,email,1,2023-02-12 22:00:00,1,622.99,1498.64
849,Customer,Churned,7,in_app,1,2023-03-16 13:00:00,3,1298.98,2380.38
850,MQL,Loyal,2,email,1,2023-02-11 01:00:00,1,220.78,326.87
851,Active,Active,5,in_app,1,2023-02-24 16:00:00,2,1114.42,1848.64
852,Lead,At Risk,2,in_app,1,2023-02-12 04:00:00,3,1983.96,3844.98
853,Lead,Loyal,6,in_app,1,2023-03-13 08:00:00,3,1229.85,2477.08
854,Active,Churned,6,sms,1,2023-03-11 17:00:00,4,1971.24,2593.14
855,MQL,At Risk,8,email,1,2023-01-08 04:00:00,1,590.33,1456.84
856,Customer,Churned,4,email,1,2023-03-05 02:00:00,1,73.25,136.44
857,Lead,At Risk,7,sms,1,2023-01-01 17:00:00,1,995.01,1283.53
858,Churned,Active,9,whatsapp,0,2023-02-01 19:00:00,2,1129.49,2655.53
859,Churned,Loyal,9,phone,1,2023-02-11 04:00:00,1,873.17,1051.73
861,Active,At Risk,7,email,1,2023-01-22 16:00:00,2,1066.64,2528.82
863,MQL,New,0,phone,1,2023-02-08 04:00:00,1,264.56,660.13
864,Lead,New,4,sms,1,2023-02-13 10:00:00,3,1372.94,2856.55
865,MQL,At Risk,2,whatsapp,1,2023-02-27 14:00:00,2,952.39,2074.9
866,Lead,At Risk,0,whatsapp,1,2023-03-17 19:00:00,1,973.62,1530.75
867,Active,At Risk,3,whatsapp,1,2023-03-11 14:00:00,5,2680.8,6482.73
868,Active,New,7,sms,0,2023-02-22 02:00:00,1,381.67,702.88
869,Churned,New,2,in_app,1,2023-02-05 12:00:00,2,234.48000000000002,498.35
870,MQL,At Risk,9,in_app,1,2023-02-08 06:00:00,1,764.21,1829.33
871,Churned,Churned,1,phone,1,2023-03-07 18:00:00,2,1067.06,2630.57
872,MQL,Churned,10,in_app,1,2023-03-01 01:00:00,4,1777.1299999999999,4027.84
873,Churned,Active,8,in_app,1,2023-02-24 07:00:00,2,814.89,1242.08
874,Customer,Loyal,9,whatsapp,1,2023-03-13 22:00:00,1,179.45,440.22
876,Customer,Churned,4,whatsapp,1,2023-03-04 16:00:00,2,1063.76,2105.57
877,Customer,New,6,phone,1,2023-03-19 08:00:00,5,3199.64,7688.41
878,Customer,Churned,10,email,1,2023-03-08 00:00:00,3,1602.26,3279.1
879,Lead,Active,10,phone,1,2023-01-15 00:00:00,2,1109.26,1697.32
880,Customer,Active,1,phone,1,2023-01-28 15:00:00,1,544.6,881.18
881,Active,Loyal,8,sms,1,2023-02-20 14:00:00,4,2523.52,4720.65
882,Active,Churned,8,sms,1,2023-03-12 05:00:00,2,892.27,1968.37
883,Lead,New,3,phone,1,2023-03-20 03:00:00,7,2440.91,3771.63
884,Customer,New,3,phone,1,2023-01-20 12:00:00,2,567.73,1085.29
885,Customer,At Risk,5,phone,0,2023-02-23 14:00:00,3,1336.45,2116.77
886,Customer,New,9,in_app,1,2023-02-04 09:00:00,2,1800.48,4036.82
888,Churned,Loyal,9,sms,1,2023-03-21 15:00:00,2,1302.1,2283.13
889,MQL,Loyal,9,phone,1,2023-03-24 12:00:00,1,965.72,1166.02
891,Churned,New,5,whatsapp,1,2023-03-22 19:00:00,4,1597.5,2128.63
892,MQL,New,0,whatsapp,1,2023-01-15 21:00:00,2,1219.2,1445.42
894,Customer,At Risk,8,in_app,1,2023-03-22 04:00:00,2,434.08,780.92
895,Customer,New,1,in_app,1,2023-02-02 10:00:00,1,938.64,1172.24
896,Churned,At Risk,4,email,1,2023-01-24 23:00:00,3,1727.6599999999999,2176.5
897,Churned,At Risk,8,email,1,2023-03-10 17:00:00,4,2820.3999999999996,6818.23
898,MQL,New,3,email,0,2023-02-22 13:00:00,2,793.13,1841.42
899,Active,Active,10,in_app,1,2023-02-19 21:00:00,1,157.22,272.45
900,MQL,Active,2,in_app,1,2023-02-13 06:00:00,4,2305.22,5717.24
902,Churned,At Risk,6,in_app,1,2023-02-22 06:00:00,1,89.59,98.57
903,Churned,New,5,whatsapp,1,2023-03-04 07:00:00,3,1571.88,3080.21
905,Lead,Active,7,in_app,1,2023-03-11 10:00:00,2,518.28,1017.38
906,Churned,New,2,whatsapp,1,2023-03-14 12:00:00,2,943.04,1641.29
907,Lead,New,4,email,1,2023-01-09 09:00:00,1,52.54,86.99
908,Active,New,9,email,1,2023-01-25 04:00:00,2,1920.01,3336.09
909,MQL,Churned,3,email,0,2023-02-27 17:00:00,2,1909.65,3210.02
910,MQL,New,3,phone,0,2023-03-09 21:00:00,2,734.56,1559.24
911,Lead,Churned,3,phone,1,2023-03-03 11:00:00,2,100.69,129.84
912,MQL,At Risk,9,sms,0,2023-03-09 15:00:00,3,1837.8899999999999,2530.21
913,Churned,Active,7,sms,0,2023-01-31 02:00:00,1,116.43,157.5
914,Customer,Active,5,sms,1,2023-01-13 00:00:00,1,873.33,1281.58
915,Lead,Active,2,phone,1,2023-03-10 11:00:00,2,1599.97,2936.52
916,MQL,Active,9,phone,1,2023-03-10 20:00:00,2,280.45000000000005,352.16
918,Lead,Active,4,sms,0,2023-02-24 01:00:00,1,332.49,769.86
919,Lead,Active,5,sms,1,2023-03-19 16:00:00,4,1912.7,2900.24
920,Customer,Active,4,in_app,0,2023-02-23 02:00:00,4,1462.4599999999998,1941.49
921,Churned,At Risk,5,sms,1,2023-03-23 12:00:00,4,2157.04,4413.02
922,Lead,New,7,in_app,1,2023-03-19 06:00:00,4,2589.73,2986.79
923,MQL,Loyal,6,whatsapp,1,2023-02-26 20:00:00,3,2434.4700000000003,4790.93
925,Active,Churned,4,phone,1,2023-03-07 16:00:00,2,1425.21,2960.84
926,Lead,Loyal,9,sms,0,2023-03-23 11:00:00,1,131.04,183.57
928,Lead,Loyal,5,phone,1,2023-01-16 13:00:00,1,405.99,470.44
929,Customer,New,3,phone,1,2023-02-07 16:00:00,6,2825.84,4547.07
930,Churned,New,8,phone,1,2023-02-23 18:00:00,2,1067.77,1321.93
932,Active,New,3,whatsapp,0,2023-02-28 15:00:00,2,1071.52,1353.4
934,MQL,Active,0,email,1,2023-03-13 12:00:00,3,2056.44,2994.11
935,Active,At Risk,6,sms,1,2023-03-20 14:00:00,3,1443.26,2184.6
936,MQL,Active,6,email,1,2023-03-21 08:00:00,5,2616.37,4819.24
937,Churned,At Risk,3,email,1,2023-03-03 22:00:00,1,486.91,998.04
939,MQL,At Risk,2,email,1,2023-03-24 20:00:00,3,2364.14,4562.5
940,Customer,Loyal,7,phone,1,2023-03-11 13:00:00,1,480.59,628.47
943,Customer,Loyal,4,in_app,1,2023-01-17 06:00:00,2,1568.52,2103.26
944,Customer,At Risk,9,phone,1,2023-03-10 00:00:00,1,43.12,100.48
945,Customer,At Risk,6,phone,1,2023-02-14 12:00:00,1,255.08,479.98
946,Active,Active,3,email,1,2023-02-23 12:00:00,4,2555.9900000000002,5924.56
947,Churned,Active,3,phone,1,2023-03-07 11:00:00,4,1341.15,2172.88
948,MQL,Loyal,7,email,1,2023-02-27 23:00:00,2,986.3699999999999,1933.44
949,MQL,New,7,in_app,1,2023-03-24 07:00:00,1,607.06,1112.82
950,Customer,At Risk,1,sms,1,2023-03-03 07:00:00,1,95.32,147.44
951,Customer,Active,1,email,1,2023-02-27 04:00:00,2,527.54,927.35
952,Lead,Loyal,2,in_app,1,2023-03-06 10:00:00,3,1121.4,2022.43
953,Churned,Active,2,sms,1,2023-02-17 06:00:00,4,2032.15,2806.56
954,Active,At Risk,0,whatsapp,1,2023-01-31 00:00:00,1,201.49,310.5
955,MQL,At Risk,2,email,0,2023-03-18 00:00:00,4,1660.1200000000001,3665.5
956,Lead,Churned,5,email,1,2023-02-23 10:00:00,1,734.59,1749.87
957,Lead,New,7,whatsapp,1,2023-03-18 02:00:00,3,2050.29,3288.07
958,MQL,Churned,9,whatsapp,0,2023-03-24 02:00:00,7,2153.6,3294.49
959,Active,Loyal,5,email,1,2023-02-05 18:00:00,2,1023.0699999999999,1404.96
960,Lead,Active,4,whatsapp,1,2023-01-15 01:00:00,1,986.9,2023.03
961,Lead,Loyal,3,phone,0,2023-02-09 21:00:00,2,1437.3600000000001,2231.27
962,Churned,At Risk,2,sms,1,2023-03-12 11:00:00,3,1605.8,3986.96
963,Active,Churned,3,sms,1,2023-01-22 18:00:00,2,1269.02,1974.54
964,Lead,Churned,6,sms,1,2023-03-24 14:00:00,1,682.51,1127.36
966,Active,Churned,0,phone,1,2023-02-18 23:00:00,1,894.67,1739.84
967,MQL,Loyal,6,whatsapp,1,2023-03-05 13:00:00,2,768.65,1708.22
968,Customer,At Risk,0,in_app,0,2023-02-26 10:00:00,3,1808.58,3178.26
969,Lead,Active,1,whatsapp,1,2023-03-03 14:00:00,1,309.38,523.38
970,Churned,Active,3,email,1,2023-01-26 14:00:00,1,443.85,1106.91
971,MQL,Loyal,0,sms,1,2023-02-23 00:00:00,4,1863.22,2076.91
972,Active,Churned,10,whatsapp,0,2023-02-04 21:00:00,2,825.7199999999999,1942.99
973,MQL,New,10,in_app,1,2023-02-02 15:00:00,2,1057.78,1384.42
974,Lead,Loyal,10,email,0,2023-02-25 22:00:00,2,1457.27,3206.42
975,Active,Loyal,8,phone,0,2023-03-24 08:00:00,2,1527.4,3001.5
976,Customer,At Risk,5,phone,1,2023-03-18 21:00:00,1,96.89,152.95
977,MQL,Active,0,in_app,1,2023-02-08 02:00:00,1,262.04,608.83
978,Lead,Loyal,0,email,1,2023-03-10 01:00:00,2,1523.51,1703.39
979,Churned,Loyal,5,sms,1,2023-03-07 23:00:00,1,651.94,924.04
981,Active,Churned,3,whatsapp,1,2023-03-19 18:00:00,4,2583.57,4892.38
982,MQL,Churned,3,email,1,2023-03-21 19:00:00,2,629.0699999999999,1001.58
983,MQL,New,10,phone,1,2023-03-21 11:00:00,5,1676.25,3276.28
984,Customer,At Risk,5,in_app,1,2023-03-08 16:00:00,3,2253.2,2554.58
985,Customer,New,10,in_app,1,2023-03-01 16:00:00,2,1046.91,1322.29
986,Churned,Churned,6,whatsapp,1,2023-03-21 09:00:00,2,940.78,1202.26
987,Churned,Active,8,in_app,0,2023-01-03 06:00:00,1,360.85,492.56
988,Lead,Churned,9,in_app,1,2023-03-07 06:00:00,3,1471.03,2564.1
990,Lead,At Risk,4,email,0,2023-03-23 17:00:00,5,2207.5299999999997,4752.77
991,Churned,Churned,8,sms,1,2023-03-18 15:00:00,1,810.56,1919.21
992,Churned,At Risk,3,whatsapp,1,2023-01-20 11:00:00,1,243.52,552.67
993,Active,At Risk,9,email,0,2023-03-08 03:00:00,5,3956.44,5442.65
994,Customer,At Risk,1,sms,1,2023-02-11 07:00:00,1,985.29,1692.34
995,Lead,At Risk,2,email,1,2023-03-21 00:00:00,3,2019.87,2785.76
996,Customer,At Risk,10,email,1,2023-01-13 10:00:00,1,338.69,497.96
997,Customer,Active,0,in_app,1,2023-03-24 19:00:00,5,2367.19,4272.7
998,Churned,New,5,sms,1,2023-03-13 17:00:00,2,1420.48,1697.97
999,Active,Loyal,5,whatsapp,1,2023-01-27 19:00:00,2,562.25,790.21
